Trait	Supercluster	dataset_name	Supercluster_ID	P	P.fdr	BETA	SE	Enrichment	Coefficient_z-score	if.sig.fdr	disorder_type	minuslog10P	Trait2	MDD_group
bip2021_type2	Fibroblast	bip2021_type2	Fibroblast	0.998308453900048	0.998308453900048	-1.77887041800704e-09	6.06998924910578e-10	0.450127881802102	-2.93059895990607	no	psychiatric	0.000735251168181923	bip2021_type2 (6.8k)	Reference
bip2021_type2	Hippocampal CA1-3	bip2021_type2	Hippocampal_CA1_3	0.017663772366569	0.217160916888869	1.26470222117185e-09	6.0092744420781e-10	1.73401442688808	2.10458389504755	no	psychiatric	1.75291654067757	bip2021_type2 (6.8k)	Reference
bip2021_type2	Hippocampal CA4	bip2021_type2	Hippocampal_CA4	0.0883602884806486	0.33404515763701	8.34376771562534e-10	6.17635269900902e-10	1.56109576128181	1.35092151019227	no	psychiatric	1.05374287490394	bip2021_type2 (6.8k)	Reference
bip2021_type2	Hippocampal dentate gyrus	bip2021_type2	Hippocampal_dentate_gyrus	0.013730519102683	0.217160916888869	1.38362622984389e-09	6.27523046584722e-10	1.8121992941308	2.20490105881248	no	psychiatric	1.86231304330446	bip2021_type2 (6.8k)	Reference
bip2021_type2	LAMP5-LHX6 and Chandelier	bip2021_type2	LAMP5_LHX6_and_Chandelier	0.533500895141867	0.775598668226471	-4.67946945307296e-11	5.56594474675835e-10	1.17936199209752	-0.0840732286427802	no	psychiatric	0.272864847551888	bip2021_type2 (6.8k)	Reference
bip2021_type2	Lower rhombic lip	bip2021_type2	Lower_rhombic_lip	0.469281584584678	0.72738645610625	5.41823372932409e-11	7.02973834934613e-10	1.22091248476784	0.0770758947212889	no	psychiatric	0.328566487914453	bip2021_type2 (6.8k)	Reference
bip2021_type2	Mammillary body	bip2021_type2	Mammillary_body	0.184808548443194	0.440697307826078	5.57874895548318e-10	6.21801824247254e-10	1.45616516787329	0.897190831216481	no	psychiatric	0.73327794406914	bip2021_type2 (6.8k)	Reference
bip2021_type2	Medium spiny neuron	bip2021_type2	Medium_spiny_neuron	0.090336223244514	0.33404515763701	9.01440603539929e-10	6.7337645511192e-10	1.58981687877874	1.33868744102451	no	psychiatric	1.04413807027621	bip2021_type2 (6.8k)	Reference
bip2021_type2	MGE interneuron	bip2021_type2	MGE_interneuron	0.119542990852035	0.33404515763701	7.63942594008928e-10	6.4890781800667e-10	1.5523283388723	1.17727444917465	no	psychiatric	0.922475882731163	bip2021_type2 (6.8k)	Reference
bip2021_type2	Microglia	bip2021_type2	Microglia	0.794741335581346	0.970380639886324	-5.65130208062296e-10	6.866846667828e-10	0.986210688134878	-0.822983583877006	no	psychiatric	0.099774198147033	bip2021_type2 (6.8k)	Reference
bip2021_type2	Midbrain-derived inhibitory	bip2021_type2	Midbrain_derived_inhibitory	0.865685633192765	0.99393535662873	-6.60170897919245e-10	5.96777627555989e-10	0.909685850599704	-1.10622594989506	no	psychiatric	0.0626397899181716	bip2021_type2 (6.8k)	Reference
bip2021_type2	Miscellaneous	bip2021_type2	Miscellaneous	0.082797944815172	0.33404515763701	8.06776171431359e-10	5.81881889898584e-10	1.52780158549946	1.38649472588324	no	psychiatric	1.08198044300386	bip2021_type2 (6.8k)	Reference
bip2021_type2	Oligodendrocyte precursor	bip2021_type2	Oligodendrocyte_precursor	0.641484475260975	0.828584113878759	-2.08636110226933e-10	5.75659743035272e-10	1.09160990115321	-0.362429564949011	no	psychiatric	0.192813849639913	bip2021_type2 (6.8k)	Reference
bip2021_type2	Oligodendrocyte	bip2021_type2	Oligodendrocyte	0.259377518902213	0.502543942873038	4.77979790711839e-10	7.40748834430404e-10	1.46157107131906	0.645265666977903	no	psychiatric	0.586067668343756	bip2021_type2 (6.8k)	Reference
bip2021_type2	Splatter	bip2021_type2	Splatter	0.311555510544801	0.568130636875814	2.97425786328894e-10	6.05205400740395e-10	1.31595574412702	0.491446021408649	no	psychiatric	0.506464562887683	bip2021_type2 (6.8k)	Reference
bip2021_type2	Thalamic excitatory	bip2021_type2	Thalamic_excitatory	0.550424861322012	0.775598668226471	-7.92635452224325e-11	6.25428265577725e-10	1.1737880360706	-0.126734830491255	no	psychiatric	0.259301958327925	bip2021_type2 (6.8k)	Reference
bip2021_type2	Upper-layer intratelencephalic	bip2021_type2	Upper_layer_intratelencephalic	0.119715753629812	0.33404515763701	8.3671483184514e-10	7.1124488650918e-10	1.58281100625614	1.17640892429016	no	psychiatric	0.92184869617404	bip2021_type2 (6.8k)	Reference
bip2021_type2	Upper rhombic lip	bip2021_type2	Upper_rhombic_lip	0.332470367983369	0.572587855971358	3.52775805023468e-10	8.14533017925277e-10	1.40073414847508	0.433101909020256	no	psychiatric	0.478247055909089	bip2021_type2 (6.8k)	Reference
bip2021_type2	Vascular	bip2021_type2	Vascular	0.941785331766802	0.998308453900048	-1.21725798641804e-09	7.75353753825268e-10	0.692902912088338	-1.56993885747325	no	psychiatric	0.0260480779433556	bip2021_type2 (6.8k)	Reference
early_onset	Amygdala excitatory	early_mlm_correctGRM	Amygdala_excitatory	0.0943512112707529	0.243795501294153	1.38853109541648e-09	1.05637718738904e-09	1.23782707220546	1.31442737688079	no	psychiatric	1.02525252003718	early_onset (29.3k)	Onset
early_onset	Astrocyte	early_mlm_correctGRM	Astrocyte	0.995245139093313	0.999566567150589	-2.42241038377766e-09	9.34152152530135e-10	0.799934032074121	-2.59316469722476	no	psychiatric	0.00206993488941254	early_onset (29.3k)	Onset
early_onset	Bergmann glia	early_mlm_correctGRM	Bergmann_glia	0.610948845091964	0.852298898151732	-3.05272985450509e-10	1.08332387924756e-09	1.0821064673769	-0.281792907272147	no	psychiatric	0.213995151826749	early_onset (29.3k)	Onset
early_onset	Cerebellar inhibitory	early_mlm_correctGRM	Cerebellar_inhibitory	0.151215771727545	0.312512594903593	1.16728699140308e-09	1.13193325835769e-09	1.2090097857531	1.03123305440878	no	psychiatric	0.820402909780402	early_onset (29.3k)	Onset
early_onset	CGE interneuron	early_mlm_correctGRM	CGE_interneuron	0.00935090753234835	0.159867265829676	2.69294465617381e-09	1.14524095101603e-09	1.39505017992655	2.35142190277486	no	psychiatric	2.0291462375591	early_onset (29.3k)	Onset
early_onset	Choroid plexus	early_mlm_correctGRM	Choroid_plexus	0.474253931967346	0.81677066061043	6.62572550590928e-11	1.02596086294306e-09	1.05597163191097	0.0645806847534399	no	psychiatric	0.323989059754761	early_onset (29.3k)	Onset
early_onset	Committed oligodendrocyte precursor	early_mlm_correctGRM	Committed_oligodendrocyte_precursor	0.752011598002743	0.89662921300327	-7.77936461213263e-10	1.14262353118786e-09	0.943879206232688	-0.680833572895641	no	psychiatric	0.123775461390072	early_onset (29.3k)	Onset
early_onset	Deep-layer corticothalamic and 6b	early_mlm_correctGRM	Deep_layer_corticothalamic_and_6b	0.0508599694082197	0.197082381456851	1.63574524255909e-09	9.99494849103427e-10	1.25270567640053	1.63657195835116	no	psychiatric	1.29362390538417	early_onset (29.3k)	Onset
early_onset	Deep-layer intratelencephalic	early_mlm_correctGRM	Deep_layer_intratelencephalic	0.102236823123355	0.243795501294153	1.37561193441317e-09	1.08409059436728e-09	1.24745546856382	1.2689086516944	no	psychiatric	0.990392654113617	early_onset (29.3k)	Onset
early_onset	Deep-layer near-projecting	early_mlm_correctGRM	Deep_layer_near_projecting	0.267289067768713	0.500265406350328	6.19032197124167e-10	9.9677881480557e-10	1.15259255542288	0.621032658328432	no	psychiatric	0.573018803700684	early_onset (29.3k)	Onset
early_onset	Eccentric medium spiny neuron	early_mlm_correctGRM	Eccentric_medium_spiny_neuron	0.129897624414535	0.287630454060756	1.10400644435443e-09	9.79706041366816e-10	1.23206233999601	1.12687520311113	no	psychiatric	0.886398791291041	early_onset (29.3k)	Onset
early_onset	Ependymal	early_mlm_correctGRM	Ependymal	0.989744378700309	0.999566567150589	-2.35920178023085e-09	1.01827456076168e-09	0.758844430462427	-2.31686214223612	no	psychiatric	0.0044769561646639	early_onset (29.3k)	Onset
early_onset	Fibroblast	early_mlm_correctGRM	Fibroblast	0.959076436032334	0.999566567150589	-1.93608250290223e-09	1.11264779125442e-09	0.790743187147004	-1.74006771785296	no	psychiatric	0.0181467792482974	early_onset (29.3k)	Onset
early_onset	Hippocampal CA1-3	early_mlm_correctGRM	Hippocampal_CA1_3	0.0771681932206144	0.239221398983905	1.490393420723e-09	1.04634508207541e-09	1.23854886606611	1.42438039443625	no	psychiatric	1.11256166799552	early_onset (29.3k)	Onset
early_onset	Hippocampal CA4	early_mlm_correctGRM	Hippocampal_CA4	0.0997009160182023	0.243795501294153	1.3413526738442e-09	1.0452715370912e-09	1.25744843898055	1.28325762851722	no	psychiatric	1.00130085151961	early_onset (29.3k)	Onset
early_onset	Hippocampal dentate gyrus	early_mlm_correctGRM	Hippocampal_dentate_gyrus	0.0658527497609264	0.226826138065413	1.67268074729638e-09	1.10963860164678e-09	1.2687508695136	1.50741038101415	no	psychiatric	1.18142608583411	early_onset (29.3k)	Onset
early_onset	LAMP5-LHX6 and Chandelier	early_mlm_correctGRM	LAMP5_LHX6_and_Chandelier	0.0214215468305932	0.181620506893648	2.06481902589616e-09	1.01954468429097e-09	1.34682464047218	2.02523641946318	no	psychiatric	1.66914917235868	early_onset (29.3k)	Onset
early_onset	Lower rhombic lip	early_mlm_correctGRM	Lower_rhombic_lip	0.536283912042404	0.852298898151732	-1.03734125050645e-10	1.13898378061515e-09	1.04325258279469	-0.0910760335802319	no	psychiatric	0.270605231222664	early_onset (29.3k)	Onset
early_onset	Mammillary body	early_mlm_correctGRM	Mammillary_body	0.582663802942066	0.852298898151732	-1.93406515861947e-10	9.26663112191177e-10	1.07226465521633	-0.208712868050418	no	psychiatric	0.234581960922734	early_onset (29.3k)	Onset
early_onset	Medium spiny neuron	early_mlm_correctGRM	Medium_spiny_neuron	0.274339093805019	0.500265406350328	5.66925725886509e-10	9.45282669322109e-10	1.12245274466152	0.599742007639967	no	psychiatric	0.561712300255385	early_onset (29.3k)	Onset
early_onset	MGE interneuron	early_mlm_correctGRM	MGE_interneuron	0.0466023434188501	0.197082381456851	1.86329833074426e-09	1.10994525032201e-09	1.32356981891084	1.67872994654798	no	psychiatric	1.33159224407639	early_onset (29.3k)	Onset
early_onset	Microglia	early_mlm_correctGRM	Microglia	0.671584828420263	0.852298898151732	-5.23416401836899e-10	1.17808680321588e-09	0.865164502994567	-0.444293578714322	no	psychiatric	0.172899123444926	early_onset (29.3k)	Onset
early_onset	Midbrain-derived inhibitory	early_mlm_correctGRM	Midbrain_derived_inhibitory	0.0292936301441368	0.181620506893648	1.99819720456083e-09	1.05653284948559e-09	1.3645700281261	1.89127787700469	no	psychiatric	1.53322680606241	early_onset (29.3k)	Onset
early_onset	Miscellaneous	early_mlm_correctGRM	Miscellaneous	0.0444783117824539	0.197082381456851	1.8155297668945e-09	1.06737641058682e-09	1.24840329468371	1.70092738502284	no	psychiatric	1.35185170518227	early_onset (29.3k)	Onset
early_onset	Oligodendrocyte precursor	early_mlm_correctGRM	Oligodendrocyte_precursor	0.782300134047126	0.898196450202256	-7.14539786446427e-10	9.1609432142344e-10	1.00243821779384	-0.779984953226395	no	psychiatric	0.10662659533761	early_onset (29.3k)	Onset
early_onset	Oligodendrocyte	early_mlm_correctGRM	Oligodendrocyte	0.687337821090106	0.852298898151732	-5.47056725938097e-10	1.12028702846754e-09	0.998445432494097	-0.488318361309983	no	psychiatric	0.162829758173271	early_onset (29.3k)	Onset
early_onset	Splatter	early_mlm_correctGRM	Splatter	0.0280587257703414	0.181620506893648	2.07208685918091e-09	1.08479269482199e-09	1.29365849644796	1.91012243083084	no	psychiatric	1.55193205545573	early_onset (29.3k)	Onset
early_onset	Thalamic excitatory	early_mlm_correctGRM	Thalamic_excitatory	0.552787420756175	0.852298898151732	-1.38672776817453e-10	1.04495501613304e-09	1.05609798586386	-0.132706934438791	no	psychiatric	0.257441848337075	early_onset (29.3k)	Onset
early_onset	Upper-layer intratelencephalic	early_mlm_correctGRM	Upper_layer_intratelencephalic	0.0103140171503017	0.159867265829676	2.75766503607117e-09	1.19135796764579e-09	1.39506734328361	2.31472413075015	no	psychiatric	1.98657215077736	early_onset (29.3k)	Onset
early_onset	Upper rhombic lip	early_mlm_correctGRM	Upper_rhombic_lip	0.657313834527199	0.852298898151732	-4.57923589322685e-10	1.13027617999261e-09	0.998576692204023	-0.405143094606913	no	psychiatric	0.182227226999119	early_onset (29.3k)	Onset
early_onset	Vascular	early_mlm_correctGRM	Vascular	0.999566567150589	0.999566567150589	-3.61798247439131e-09	1.08631434822103e-09	0.564728183500286	-3.33051154144856	no	psychiatric	0.000188278300723181	early_onset (29.3k)	Onset
late_onset	Amygdala excitatory	late_mlm_correctGRM	Amygdala_excitatory	0.0774244958633732	0.306109468957947	1.10857406796852e-09	7.79253197707615e-10	1.50959149058993	1.42261086798192	no	psychiatric	1.11112161379769	late_onset (27.8k)	Onset
late_onset	Astrocyte	late_mlm_correctGRM	Astrocyte	0.818388918374861	0.874829533435196	-7.52521527070379e-10	8.27635720515602e-10	1.02720997733049	-0.909242446183415	no	psychiatric	0.0870402599425632	late_onset (27.8k)	Onset
late_onset	Bergmann glia	late_mlm_correctGRM	Bergmann_glia	0.0681412884919318	0.306109468957947	1.47567467364277e-09	9.90533167219339e-10	1.81136270550034	1.4897781543099	no	psychiatric	1.16658965856319	late_onset (27.8k)	Onset
late_onset	Cerebellar inhibitory	late_mlm_correctGRM	Cerebellar_inhibitory	0.481781638438397	0.622301282982929	3.62737989101547e-11	7.94040687295508e-10	1.26061825972919	0.045682544346314	no	psychiatric	0.317149755763245	late_onset (27.8k)	Onset
late_onset	CGE interneuron	late_mlm_correctGRM	CGE_interneuron	0.0577273427252922	0.306109468957947	1.37546743343292e-09	8.73788809096906e-10	1.73249605563299	1.57414173666806	no	psychiatric	1.23861843325666	late_onset (27.8k)	Onset
late_onset	Choroid plexus	late_mlm_correctGRM	Choroid_plexus	0.716464980619649	0.818735993172003	-5.04791726418495e-10	8.81929587206045e-10	0.982019196659556	-0.572371914653273	no	psychiatric	0.14480503219661	late_onset (27.8k)	Onset
late_onset	Committed oligodendrocyte precursor	late_mlm_correctGRM	Committed_oligodendrocyte_precursor	0.375797976244307	0.61279999561201	2.53194464583516e-10	7.99892352668967e-10	1.36280486935338	0.316535673504932	no	psychiatric	0.425045563001584	late_onset (27.8k)	Onset
late_onset	Deep-layer corticothalamic and 6b	late_mlm_correctGRM	Deep_layer_corticothalamic_and_6b	0.0432359859444594	0.306109468957947	1.17899059239588e-09	6.87735128496592e-10	1.55385854596864	1.71430910468858	no	psychiatric	1.36415463301411	late_onset (27.8k)	Onset
late_onset	Deep-layer intratelencephalic	late_mlm_correctGRM	Deep_layer_intratelencephalic	0.174441572411427	0.46414612376446	6.82998849103339e-10	7.29109308521413e-10	1.45098793300015	0.93675782371839	no	psychiatric	0.758350007262724	late_onset (27.8k)	Onset
late_onset	Deep-layer near-projecting	late_mlm_correctGRM	Deep_layer_near_projecting	0.194641922868967	0.46414612376446	6.63020325043717e-10	7.70132832497679e-10	1.40855087827744	0.860916840661659	no	psychiatric	0.71076361365771	late_onset (27.8k)	Onset
late_onset	Eccentric medium spiny neuron	late_mlm_correctGRM	Eccentric_medium_spiny_neuron	0.00127160329228149	0.0394197020607261	2.42430011557352e-09	8.03239695396172e-10	2.03456235819394	3.01815277490465	yes	psychiatric	2.89564835633305	late_onset (27.8k)	Onset
late_onset	Ependymal	late_mlm_correctGRM	Ependymal	0.434890319466588	0.61279999561201	1.46622322291544e-10	8.94381428397718e-10	1.29387689793971	0.163937127534297	no	psychiatric	0.36162025949731	late_onset (27.8k)	Onset
late_onset	Fibroblast	late_mlm_correctGRM	Fibroblast	0.979532297374918	0.979532297374918	-1.6698166841926e-09	8.16862351520592e-10	0.646004782081437	-2.04418367560241	no	psychiatric	0.00898123977086761	late_onset (27.8k)	Onset
late_onset	Hippocampal CA1-3	late_mlm_correctGRM	Hippocampal_CA1_3	0.0166448410189779	0.257995035794157	1.52687217998329e-09	7.17322287314759e-10	1.64513672473073	2.12857206165868	no	psychiatric	1.77872034859445	late_onset (27.8k)	Onset
late_onset	Hippocampal CA4	late_mlm_correctGRM	Hippocampal_CA4	0.409936625955003	0.61279999561201	1.81435743590825e-10	7.9679125356733e-10	1.26330395489755	0.22770800103354	no	psychiatric	0.38728327773242	late_onset (27.8k)	Onset
late_onset	Hippocampal dentate gyrus	late_mlm_correctGRM	Hippocampal_dentate_gyrus	0.424881099176905	0.61279999561201	1.51361971248127e-10	7.99073438061549e-10	1.19715660856558	0.189421852909179	no	psychiatric	0.371732588057929	late_onset (27.8k)	Onset
late_onset	LAMP5-LHX6 and Chandelier	late_mlm_correctGRM	LAMP5_LHX6_and_Chandelier	0.180731785235516	0.46414612376446	7.39396035607855e-10	8.10226149562251e-10	1.48781715030911	0.912579822321628	no	psychiatric	0.742965461504073	late_onset (27.8k)	Onset
late_onset	Lower rhombic lip	late_mlm_correctGRM	Lower_rhombic_lip	0.632956415141217	0.754678802668374	-3.06124630163916e-10	9.01178285117449e-10	1.11133872044665	-0.339693748972234	no	psychiatric	0.198626194114327	late_onset (27.8k)	Onset
late_onset	Mammillary body	late_mlm_correctGRM	Mammillary_body	0.739503477703745	0.818735993172003	-4.99823878888644e-10	7.78765784063562e-10	0.998549540774703	-0.641815407298184	no	psychiatric	0.131059779281701	late_onset (27.8k)	Onset
late_onset	Medium spiny neuron	late_mlm_correctGRM	Medium_spiny_neuron	0.0770674982827597	0.306109468957947	1.14704438359049e-09	8.04900036330561e-10	1.57816548907798	1.42507681925289	no	psychiatric	1.11312873858278	late_onset (27.8k)	Onset
late_onset	MGE interneuron	late_mlm_correctGRM	MGE_interneuron	0.1200363699494	0.41345860760349	9.35625047975747e-10	7.96408807538451e-10	1.53709163417776	1.17480499853786	no	psychiatric	0.920687146659232	late_onset (27.8k)	Onset
late_onset	Microglia	late_mlm_correctGRM	Microglia	0.380724178387396	0.61279999561201	2.72962497746719e-10	8.99147005376056e-10	1.25047269307411	0.303579388147498	no	psychiatric	0.419389541870174	late_onset (27.8k)	Onset
late_onset	Midbrain-derived inhibitory	late_mlm_correctGRM	Midbrain_derived_inhibitory	0.37113627379669	0.61279999561201	2.67234182066311e-10	8.12643827000474e-10	1.30394202637674	0.328845397192878	no	psychiatric	0.430466596877669	late_onset (27.8k)	Onset
late_onset	Miscellaneous	late_mlm_correctGRM	Miscellaneous	0.481133869232568	0.622301282982929	3.24084450956504e-11	6.85051858815505e-10	1.17986001725509	0.0473080171648414	no	psychiatric	0.317734070029314	late_onset (27.8k)	Onset
late_onset	Oligodendrocyte precursor	late_mlm_correctGRM	Oligodendrocyte_precursor	0.897120572698554	0.927024591788506	-9.6134444071661e-10	7.59767597505742e-10	0.819287181593038	-1.26531381947931	no	psychiatric	0.0471491840031355	late_onset (27.8k)	Onset
late_onset	Oligodendrocyte	late_mlm_correctGRM	Oligodendrocyte	0.329310411164128	0.61279999561201	3.7036060142458e-10	8.38264845318709e-10	1.36240185821781	0.441818124060503	no	psychiatric	0.482394538830588	late_onset (27.8k)	Onset
late_onset	Splatter	late_mlm_correctGRM	Splatter	0.385575492076168	0.61279999561201	2.49067362774395e-10	8.56285038260701e-10	1.36001474772264	0.290869689000178	no	psychiatric	0.413890578488973	late_onset (27.8k)	Onset
late_onset	Thalamic excitatory	late_mlm_correctGRM	Thalamic_excitatory	0.22388318542122	0.495741339146987	6.36242806760816e-10	8.3810546707804e-10	1.41698551688854	0.759144083594878	no	psychiatric	0.649978522557622	late_onset (27.8k)	Onset
late_onset	Upper-layer intratelencephalic	late_mlm_correctGRM	Upper_layer_intratelencephalic	0.0789959919891476	0.306109468957947	1.12167620718341e-09	7.94468541983559e-10	1.58515329995774	1.41185729567455	no	psychiatric	1.10239494290138	late_onset (27.8k)	Onset
late_onset	Upper rhombic lip	late_mlm_correctGRM	Upper_rhombic_lip	0.159356595702101	0.46414612376446	8.68390538149347e-10	8.70911189175654e-10	1.60883627333703	0.99710573126441	no	psychiatric	0.79762995655331	late_onset (27.8k)	Onset
late_onset	Vascular	late_mlm_correctGRM	Vascular	0.516635145116667	0.640627579944668	-3.4361651336657e-11	8.23818587767575e-10	1.1732208757666	-0.0417102161165991	no	psychiatric	0.286816053425838	late_onset (27.8k)	Onset
early_onset_nordic	Amygdala excitatory	mdd_early_onset	Amygdala_excitatory	0.00384124855359413	0.119078705161418	1.51540910001988e-09	5.684814579069e-10	1.30823233135494	2.66571420921887	no	psychiatric	2.41552759026728	early_onset_nordic (NAk)	Onset
early_onset_nordic	Astrocyte	mdd_early_onset	Astrocyte	0.935174753408869	0.996097686050318	-9.50053263118175e-10	6.26898590898756e-10	0.962928590486847	-1.51548157375203	no	psychiatric	0.0291072261866951	early_onset_nordic (NAk)	Onset
early_onset_nordic	Bergmann glia	mdd_early_onset	Bergmann_glia	0.698334479001732	0.90201536871057	-3.29084530369205e-10	6.33322197158303e-10	1.08500574221102	-0.519616289853406	no	psychiatric	0.155936514925145	early_onset_nordic (NAk)	Onset
early_onset_nordic	Cerebellar inhibitory	mdd_early_onset	Cerebellar_inhibitory	0.12172520207646	0.269534376026448	7.564110587767e-10	6.48497325679825e-10	1.22493978540247	1.16640582593575	no	psychiatric	0.914619495807586	early_onset_nordic (NAk)	Onset
early_onset_nordic	CGE interneuron	mdd_early_onset	CGE_interneuron	0.0795970822228262	0.269125567796845	8.5394559524522e-10	6.0658723436526e-10	1.25054143642501	1.40778695440038	no	psychiatric	1.09910285183207	early_onset_nordic (NAk)	Onset
early_onset_nordic	Choroid plexus	mdd_early_onset	Choroid_plexus	0.315630359947115	0.560157597561242	2.9795188091638e-10	6.2079370110125e-10	1.12445022078609	0.479953131592398	no	psychiatric	0.500821229406364	early_onset_nordic (NAk)	Onset
early_onset_nordic	Committed oligodendrocyte precursor	mdd_early_onset	Committed_oligodendrocyte_precursor	0.89109057071077	0.996097686050318	-7.44118952699156e-10	6.03821757717118e-10	0.953272812147044	-1.23234869096546	no	psychiatric	0.050078151899305	early_onset_nordic (NAk)	Onset
early_onset_nordic	Deep-layer corticothalamic and 6b	mdd_early_onset	Deep_layer_corticothalamic_and_6b	0.425647306535909	0.665656319603844	1.07995671750484e-10	5.76078767929111e-10	1.07274657065703	0.187466849609311	no	psychiatric	0.37095011044568	early_onset_nordic (NAk)	Onset
early_onset_nordic	Deep-layer intratelencephalic	mdd_early_onset	Deep_layer_intratelencephalic	0.0953648492091105	0.269125567796845	7.37659448512389e-10	5.63777275154287e-10	1.21750090959239	1.30842352294267	no	psychiatric	1.02061167359363	early_onset_nordic (NAk)	Onset
early_onset_nordic	Deep-layer near-projecting	mdd_early_onset	Deep_layer_near_projecting	0.108478493521774	0.269125567796845	7.45132800658439e-10	6.0351243943328e-10	1.20045067373118	1.23466021903069	no	psychiatric	0.964656354632282	early_onset_nordic (NAk)	Onset
early_onset_nordic	Eccentric medium spiny neuron	mdd_early_onset	Eccentric_medium_spiny_neuron	0.255931218996112	0.495866736804968	3.74812566709079e-10	5.71412487868023e-10	1.14902632946807	0.655940453992401	no	psychiatric	0.591876734781911	early_onset_nordic (NAk)	Onset
early_onset_nordic	Ependymal	mdd_early_onset	Ependymal	0.937254405917191	0.996097686050318	-1.11364408115057e-09	7.26861641562057e-10	0.916039054776428	-1.53212663521121	no	psychiatric	0.0281425093368983	early_onset_nordic (NAk)	Onset
early_onset_nordic	Fibroblast	mdd_early_onset	Fibroblast	0.996097686050318	0.996097686050318	-1.71478857976804e-09	6.44558740048843e-10	0.801364344319184	-2.66040699353188	no	psychiatric	0.00169806877280266	early_onset_nordic (NAk)	Onset
early_onset_nordic	Hippocampal CA1-3	mdd_early_onset	Hippocampal_CA1_3	0.0478004429691876	0.269125567796845	9.65372288465711e-10	5.79258625172218e-10	1.19678298295355	1.66656523789991	no	psychiatric	1.32056807873971	early_onset_nordic (NAk)	Onset
early_onset_nordic	Hippocampal CA4	mdd_early_onset	Hippocampal_CA4	0.107793336859284	0.269125567796845	7.22764039942227e-10	5.83651318368034e-10	1.20296529202309	1.23834902311738	no	psychiatric	0.96740808381237	early_onset_nordic (NAk)	Onset
early_onset_nordic	Hippocampal dentate gyrus	mdd_early_onset	Hippocampal_dentate_gyrus	0.249319256629781	0.495866736804968	4.30855385309517e-10	6.36763299323803e-10	1.13417903318058	0.676633508506308	no	psychiatric	0.603244176670403	early_onset_nordic (NAk)	Onset
early_onset_nordic	LAMP5-LHX6 and Chandelier	mdd_early_onset	LAMP5_LHX6_and_Chandelier	0.112859109076096	0.269125567796845	7.42340946685361e-10	6.12764306198232e-10	1.23518617061143	1.21146244841032	no	psychiatric	0.947463382427332	early_onset_nordic (NAk)	Onset
early_onset_nordic	Lower rhombic lip	mdd_early_onset	Lower_rhombic_lip	0.467410197302672	0.689986481732516	4.77785243426109e-11	5.84221011838113e-10	1.09211280165571	0.0817815918538894	no	psychiatric	0.330301817010177	early_onset_nordic (NAk)	Onset
early_onset_nordic	Mammillary body	mdd_early_onset	Mammillary_body	0.429455690066996	0.665656319603844	9.884797189469e-11	5.56075122013855e-10	1.10296175960346	0.177760104672022	no	psychiatric	0.367081638706101	early_onset_nordic (NAk)	Onset
early_onset_nordic	Medium spiny neuron	mdd_early_onset	Medium_spiny_neuron	0.0951494076923181	0.269125567796845	7.85829009223791e-10	6.00008871203169e-10	1.18825141772848	1.3096956510793	no	psychiatric	1.02159391086365	early_onset_nordic (NAk)	Onset
early_onset_nordic	MGE interneuron	mdd_early_onset	MGE_interneuron	0.0190987040045905	0.197353274714101	1.33215215459984e-09	6.42704120655796e-10	1.33798442705146	2.07273006627148	no	psychiatric	1.71899610200626	early_onset_nordic (NAk)	Onset
early_onset_nordic	Microglia	mdd_early_onset	Microglia	0.618029955827052	0.834113566270553	-2.0339580453475e-10	6.77284325863331e-10	0.984333091485518	-0.300310810050834	no	psychiatric	0.208990474207145	early_onset_nordic (NAk)	Onset
early_onset_nordic	Midbrain-derived inhibitory	mdd_early_onset	Midbrain_derived_inhibitory	0.0771499434128009	0.269125567796845	8.16847515688452e-10	5.7342488785132e-10	1.25511393063174	1.42450656222694	no	psychiatric	1.11266438814286	early_onset_nordic (NAk)	Onset
early_onset_nordic	Miscellaneous	mdd_early_onset	Miscellaneous	0.0584520194410121	0.269125567796845	9.71596781124804e-10	6.19679591669059e-10	1.20170517116937	1.56790185474381	no	psychiatric	1.2332004799352	early_onset_nordic (NAk)	Onset
early_onset_nordic	Oligodendrocyte precursor	mdd_early_onset	Oligodendrocyte_precursor	0.803988599974792	0.958601792277637	-4.80742676618637e-10	5.61644955408122e-10	1.00084253333515	-0.855954766422326	no	psychiatric	0.0947501092156556	early_onset_nordic (NAk)	Onset
early_onset_nordic	Oligodendrocyte	mdd_early_onset	Oligodendrocyte	0.800898188792314	0.958601792277637	-5.71354181862406e-10	6.76291787118232e-10	0.995119968612037	-0.844833831706017	no	psychiatric	0.096422688480026	early_onset_nordic (NAk)	Onset
early_onset_nordic	Splatter	mdd_early_onset	Splatter	0.00873591782832239	0.135406726338997	1.4984368427403e-09	6.30489361614064e-10	1.35797097684669	2.37662510102356	no	psychiatric	2.05869145967528	early_onset_nordic (NAk)	Onset
early_onset_nordic	Thalamic excitatory	mdd_early_onset	Thalamic_excitatory	0.325252798583947	0.560157597561242	2.69693859484717e-10	5.95271948237324e-10	1.13146638498241	0.453059917040128	no	psychiatric	0.487778957935211	early_onset_nordic (NAk)	Onset
early_onset_nordic	Upper-layer intratelencephalic	mdd_early_onset	Upper_layer_intratelencephalic	0.0328462633427161	0.25455854090605	1.08249286038657e-09	5.88146420595908e-10	1.26185175015369	1.8405159369835	no	psychiatric	1.48351402951189	early_onset_nordic (NAk)	Onset
